#Followers,#Friends,#Retweets,#Favorites,Positive_sentiment,Negative_sentiment,Post_hour
1033,1019,0,0,2,-1,4
568,388,1,16,1,-1,4
301,279,1,8,1,-1,4
40,3,0,0,1,-1,4
6,32,0,0,2,-1,4
471,422,0,0,3,-4,5
179,534,0,0,1,-3,5
2106,2104,0,0,2,-1,5
2400,10,1,0,1,-1,5
485,255,6,1,1,-1,5
17829,12559,2,2,3,-1,5
14,0,0,0,1,-3,5
157582,148011,0,0,1,-1,5
3659,2099,3,3,1,-1,5
17641,357,7,7,1,-1,5
239,101,1,0,3,-1,5
1082,1297,1,1,1,-1,6
449,807,0,0,1,-1,6
447,723,0,0,1,-2,6
137,162,0,0,1,-5,6
582,1621,0,0,1,-1,6
241,485,0,0,3,-1,6
2,0,0,0,3,-1,6
108,149,0,0,2,-2,6
50164,1462,3,3,1,-2,6
400,146,3,2,3,-3,6
15118,12131,0,0,1,-1,6
5614,4532,0,0,2,-1,6
183,427,1,1,1,-1,6
219,295,0,0,2,-1,6
3578,1659,5,16,2,-1,6
1499,1053,0,0,1,-1,6
751,2623,0,0,1,-1,7
148,335,0,0,3,-1,7
966,1093,3,5,2,-1,7
293,579,2,20,1,-1,7
1575,3496,17,32,1,-1,7
641,1376,2,3,1,-1,7
2827,1523,18,52,1,-4,7
557,74,4,3,1,-1,7
258,383,1,5,2,-2,7
18847,2266,156,119,1,-3,7
2899,1141,7,7,2,-1,7
1326,754,0,0,2,-4,8
15068,1030,67,63,1,-1,8
824,163,0,0,1,-1,8
11415,9036,9,3,3,-1,8
1167,286,2,0,1,-1,8
2503,3343,0,0,4,-1,8
287,390,0,0,1,-1,8
11736,6693,2,1,1,-1,8
371,1494,0,0,2,-1,8
9793,3151,3,0,1,-1,8
3892,401,0,0,1,-1,9
19,57,0,0,1,-2,9
26,79,0,0,1,-1,9
19969,1022,1,3,4,-1,9
892,357,0,0,1,-1,9
228,214,1,4,1,-1,9
5265,5407,189,436,1,-2,9
15358,807,3,3,2,-2,9
777,320,0,0,2,-3,9
2009,130,0,0,4,-4,9
145,428,0,0,3,-2,9
174,487,0,0,2,-1,9
2520,462,37,85,1,-2,9
81655,1136,157,160,2,-3,9
19220,19247,0,0,1,-1,10
260,939,0,0,1,-3,10
51069,52725,13,20,1,-1,10
937,544,9,29,1,-1,10
46,12,0,0,1,-1,10
13727,3354,7,71,3,-1,10
961,366,4,1,2,-3,10
4726,120,0,0,1,-1,10
1135,334,13,20,3,-2,10
4042,4217,0,0,1,-1,10
339,156,2,2,3,-1,10
47596,929,2,73,1,-1,10
13,11,26,16,3,-1,10
732,724,0,0,2,-1,10
48,301,0,0,1,-4,11
15461,5765,0,0,2,-2,11
527,955,0,0,1,-2,11
7642,5157,23,13,1,-1,11
2,128,0,0,1,-1,11
46,155,0,0,1,-1,11
1357,4056,0,0,1,-4,11
9285,372,0,0,1,-1,11
365,527,0,0,2,-1,11
27824,874,478,4836,1,-1,11
167,396,0,0,3,-1,11
105318,2498,1,0,2,-4,11
1836,523,1,6,1,-1,11
710,767,0,0,2,-1,11
11816,61,6,22,1,-1,11
18037,18036,96,96,1,-1,11
1730,711,0,0,2,-1,11
24099331,121,15,21,1,-3,11
25,19,1,1,1,-1,11
10927,2717,0,0,4,-1,12
146,67,0,0,1,-1,12
43,69,0,0,1,-1,12
448,566,1,1,1,-1,12
1256462,253,2,30,3,-1,12
16,39,0,0,2,-4,12
128,511,0,0,3,-1,12
185807,317,8,15,2,-1,12
4535,867,975,1487,2,-1,12
3542,4,579,751,2,-1,12
16105,375,191,439,1,-1,12
410,337,0,0,3,-1,12
642,501,2,6,1,-1,12
1058,1217,0,0,1,-1,12
282,624,0,0,2,-1,12
421,165,0,0,2,-3,12
684,372,0,0,1,-2,12
350,573,4,5,3,-2,13
26774,190,381,874,1,-1,13
0,0,0,0,1,-1,13
881,949,0,0,1,-1,13
521,410,0,0,2,-1,13
29,236,0,0,1,-1,13
881,941,0,0,3,-1,13
1089,87,0,0,1,-1,13
1012,1421,1,2,3,-2,13
1019,1689,3,7,4,-1,13
2989,510,0,0,3,-1,13
168,315,0,0,2,-1,13
1244,1240,0,0,1,-1,13
336,149,0,0,1,-1,13
2347,1801,6,2,1,-1,13
84,131,21,31,1,-3,13
159,279,131,3064,2,-1,13
33197,1546,21,29,3,-1,13
2598,723,0,0,1,-1,13
209469,170,41,93,1,-3,13
25,72,0,0,2,-4,13
43,30,891,1643,1,-1,13
247,222,0,0,1,-1,13
1155,448,1,1,1,-2,13
18228,875,27,25,2,-2,14
18374,2558,35,135,1,-3,14
8944,273,1,0,1,-1,14
1084,981,1,1,2,-3,14
542,468,1,4,2,-1,14
1,53,0,0,1,-2,14
19738,348,1,1,2,-3,14
82,53,1,4,3,-1,14
1854,1190,60,17,1,-4,14
20,149,0,0,2,-1,14
1,3,0,0,1,-1,14
140,735,0,0,3,-1,14
180,529,0,0,1,-1,14
7860,6154,0,0,4,-4,14
891,817,115,1235,3,-1,14
210,167,0,0,3,-2,14
917,487,0,0,1,-1,14
15742,1148,0,0,3,-1,14
265732,1815,12,36,2,-1,14
310,87,0,0,1,-1,14
2382,753,1,0,1,-2,14
11282,3507,33,57,1,-3,14
90,285,0,0,1,-1,14
5044,2815,0,0,1,-1,15
324,557,0,0,3,-2,15
22185,1489,10,14,2,-4,15
187,48,0,0,1,-2,15
2167,364,0,0,2,-1,15
5100,946,34,137,2,-3,15
3281,679,0,0,1,-1,15
3946,4929,3,3,1,-1,15
92,84,0,0,1,-1,15
3091,574,90,300,2,-1,15
1252,493,40,22,1,-1,15
7748,4401,0,0,1,-1,15
1592,2007,0,0,1,-1,15
1154,1397,1,2,1,-1,15
5639,5388,0,0,1,-1,15
199725,223,295,553,2,-1,15
3990,1237,0,0,1,-2,15
79202,45660,1,1,1,-1,15
7,51,0,0,1,-3,16
1184,491,1,2,2,-1,16
7,52,0,0,1,-4,16
40975,9601,19,69,4,-1,16
1602,2018,0,0,4,-4,16
1157,897,4,7,1,-1,16
677,1380,0,0,1,-1,16
105438,508,4,0,1,-3,16
61,373,1,0,1,-1,16
481,228,1,2,2,-1,16
691,2502,2,2,1,-1,16
9806,2813,0,0,1,-1,16
10850,2763,6,46,3,-1,16
15538,8550,1,3,3,-1,16
706,21,0,0,2,-1,16
6402,6469,0,0,1,-2,16
1799,4,2,1,1,-1,16
1852,1111,0,0,1,-1,16
29466,845,4,38,4,-1,16
3152,508,31,75,1,-1,16
298,178,0,0,4,-4,16
6160774,636,954,3091,2,-1,17
96,338,0,0,2,-1,17
205,539,3,3,1,-3,17
53069,55969,1,0,2,-1,17
447,327,0,0,1,-1,17
1068932,1197,1008,14979,1,-1,17
33,122,0,0,1,-3,17
10,199,0,0,1,-1,17
2,3,0,0,1,-1,17
42257,131,77,205,1,-1,17
815,692,0,0,1,-2,17
80685,84912,0,0,1,-1,17
0,9,0,0,1,-1,17
1629,1507,16,235,2,-1,17
1266,1240,3,0,1,-1,17
232,761,0,0,3,-3,17
173,228,0,0,1,-1,17
184455,156928,420,1318,1,-1,17
275,266,0,0,3,-2,17
217,714,0,0,2,-1,17
1434,264,0,0,4,-1,17
446,264,0,0,1,-1,17
2967,546,0,0,2,-1,17
1,9,0,0,1,-4,17
5579,3389,24,47,3,-2,17
177,96,0,0,1,-1,17
11797,515,26,51,2,-1,17
149,263,0,0,1,-1,17
632,4972,0,0,3,-1,17
468091,9289,147,325,1,-1,18
11160,11283,0,0,1,-1,18
1130,1826,0,0,1,-1,18
20219,100,157,304,3,-2,18
1435,1066,0,0,2,-1,18
221,216,1,6,1,-4,18
51358,6282,125,508,2,-3,18
123,96,0,0,1,-1,18
1282,1051,0,0,1,-4,18
6688,6198,5,5,1,-1,18
400,193,0,0,1,-1,18
42,273,0,0,2,-2,18
345,85,0,0,2,-1,18
249,521,0,0,1,-1,18
86,0,0,0,2,-4,18
638268,747,15,14,1,-1,18
6904,3706,2,6,1,-1,18
1002,685,0,0,1,-2,18
904,652,3,5,2,-2,18
36946,5390,30,40,1,-1,18
119,248,0,0,2,-4,18
1063,352,0,0,1,-1,18
188616,3303,0,0,3,-3,18
424,722,0,0,1,-1,18
2182,682,0,0,2,-1,18
480,340,1,1,1,-1,18
140,611,0,0,2,-1,18
661,218,0,0,1,-1,19
157,312,0,0,1,-4,19
234,98,0,0,2,-1,19
4289,1634,0,0,1,-1,19
2317,1840,3,0,2,-2,19
1569,341,36,210,1,-3,19
87061,1198,138,284,1,-1,19
122,865,0,0,2,-1,19
12563,12646,6,14,3,-1,19
929,345,115,558,3,-1,19
340,351,0,0,1,-1,19
2537,658,0,0,1,-1,19
2866774,1920,128,1246,3,-1,19
7783,1288,20,38,4,-2,19
6,38,0,0,1,-3,19
7838,8345,0,0,2,-2,19
4208,514,2,2,2,-3,19
11160,10158,0,0,1,-1,20
336106,166,1,1,1,-1,20
10735,368,2,2,2,-1,20
11052,124,28,103,4,-3,20
1066,966,0,0,1,-1,20
2051,1612,9,13,3,-1,20
195,140,0,0,2,-2,20
38,141,0,0,1,-1,20
31,66,6,6,1,-1,20
1491,908,38,103,3,-1,20
918,952,0,0,2,-1,20
43505,2264,66,132,3,-1,20
7213,3863,9,6,1,-1,20
6,23,0,0,1,-1,20
759874,773,10,18,1,-3,20
272,278,0,0,1,-1,20
1012621,3371,1,0,1,-3,20
53,223,0,0,1,-1,21
108,105,0,0,1,-1,21
8136,83,25,74,2,-2,21
261,232,0,0,3,-1,21
11,23,0,0,2,-1,21
8037,8513,11,42,1,-4,21
22584,11961,14,4,2,-1,21
615,177,0,0,1,-1,21
161,118,2,4,1,-1,21
114,126,0,0,3,-1,21
475,443,0,0,1,-1,21
3773,2599,5,37,1,-1,21
126,271,1,1,2,-5,21
161543,1961,1,0,1,-1,22
121,281,0,0,1,-1,22
54,301,0,0,1,-1,22
348,1600,0,0,3,-1,22
1658,1791,0,0,1,-3,22
19298,20710,0,0,3,-1,22
1948,1848,0,0,2,-2,22
478,303,0,0,1,-1,22
301,240,0,0,3,-1,22
941,527,0,0,1,-1,22
1827,2031,0,0,3,-2,22
2874,3240,0,0,1,-2,23
18098,18275,37,25,2,-3,23
7118,2871,0,0,1,-3,23
916,963,0,0,1,-1,23
332,291,8,17,1,-4,23
617042,891,0,0,1,-1,23
6,195,0,0,2,-4,23
1199,619,0,0,3,-2,23
13293,283,180,322,2,-3,23
3849,152,2,3,2,-1,23
1118,296,300,485,3,-1,23
959,3319,0,0,2,-1,23
1845,672,0,0,1,-1,23
1230,2152,0,0,1,-1,23
10860,11931,0,0,1,-1,23
1724,133,7,32,1,-2,23
24,82,0,0,1,-4,23
3,11,0,0,3,-1,0
877,893,3,0,1,-1,0
861,1577,0,0,2,-1,0
100,210,8,67,1,-1,0
4216,529,12,43,2,-1,0
1237,1101,0,0,1,-1,0
1626,3421,0,0,3,-1,0
5531,2579,1,0,1,-1,0
31,47,1,2,1,-1,0
4,108,0,0,1,-1,0
338,303,0,0,3,-1,0
35,81,0,0,2,-1,0
12,261,0,0,1,-2,0
224,588,0,0,1,-1,0
119,210,0,0,1,-1,0
25771,387,9,95,2,-1,0
1650,1355,0,0,1,-1,0
16112,16942,3,12,3,-2,1
895,854,0,0,1,-1,1
247,151,0,0,1,-3,1
1559,208,1,15,2,-4,1
3,39,0,0,3,-4,1
534,598,1,1,1,-4,1
15538,839,0,0,3,-1,1
63129,12,775,361,2,-2,1
124,330,0,0,1,-1,1
14,98,0,0,2,-2,1
516,669,33,30,3,-1,1
750,53,26,18,1,-1,1
12635,6682,0,0,2,-1,1
4368,4187,10,19,1,-2,2
56641,54228,0,0,2,-1,2
2563,1975,0,0,3,-2,2
727,440,0,0,2,-1,2
1127,213,0,0,1,-4,2
44,174,1,0,2,-1,2
32,138,0,0,2,-1,2
525,1106,0,0,1,-2,2
80,201,0,0,1,-4,2
449,293,0,0,1,-1,2
151,135,0,0,2,-1,2
40714,90,8,36,4,-1,2
13255,14553,4,3,2,-2,2
5839,544,52,121,2,-1,3
874108,67,1,5,2,-2,3
152,1201,0,0,1,-1,3
1263,113,5,18,2,-3,3
35,172,0,0,2,-3,3
59,524,0,0,1,-2,3
860,474,35,43,3,-1,3
160,180,0,0,1,-1,3
11325,11555,71,56,1,-1,3
227626,29,99,193,2,-1,4
708,4927,0,0,2,-2,4
0,11,0,0,1,-1,4
318,532,2,2,1,-1,4
10127,9713,0,0,1,-1,4
595,534,0,0,1,-1,4
330,914,0,0,1,-1,4
115,493,0,0,1,-2,4
1659,4998,3,2,1,-1,5
109,703,0,0,2,-4,5
5711,587,17,20,3,-1,5
95,94,0,0,2,-3,5
9785223,545,40,775,1,-3,5
67,147,0,0,3,-1,5
160,62,2,1,2,-1,5
500,367,1,0,1,-1,5
275972,396,15,453,3,-1,5
1607,2475,0,0,1,-2,6
29,11,10,13,2,-1,6
718,858,14,4,4,-1,6
102,147,0,0,1,-1,6
258,967,0,0,3,-5,6
681,370,0,0,2,-1,6
28,1,174,78,1,-2,6
82,209,2,3,5,-3,6
1792,389,5,8,2,-1,6
4054,3979,34,36,3,-4,6
243,149,0,0,1,-1,6
76469,32,7,30,1,-1,6
4929661,291,16,36,2,-1,6
231,307,0,0,3,-1,6
17161,15301,0,0,1,-1,7
10163,10002,95,380,3,-1,7
93,214,0,0,2,-1,7
3,10,0,0,1,-1,7
34,217,0,0,2,-1,7
10612,6303,53,35,1,-3,7
159,364,142,304,2,-1,7
4126,159,25,42,2,-1,7
415,389,0,0,3,-1,7
68,384,0,0,2,-1,7
7058,341,13,110,1,-1,7
67,126,0,0,1,-1,7
78783,23487,114,232,1,-3,7
23,468,0,0,2,-1,7
4448,5002,164,141,1,-2,7
53808,2568,20,54,1,-3,8
41,97,0,0,3,-1,8
110,180,0,0,1,-1,8
106,525,0,0,1,-3,8
5798,3039,0,0,2,-1,8
277,674,0,0,3,-4,8
478,4,0,0,1,-1,8
97,173,1,0,1,-1,8
22988,74,71,57,2,-1,8
984,935,0,0,1,-4,8
1834,1891,0,0,2,-1,8
66,178,0,0,2,-1,9
644,1283,1,1,3,-1,9
34995,4983,25,83,1,-1,9
1983,1997,0,0,1,-3,9
38654,462,24,107,2,-1,9
225,395,2,2,3,-1,9
893,815,0,0,3,-1,9
1625,1515,87,364,2,-4,9
22331,770,14,43,3,-3,9
840206,98,33,510,1,-1,9
41,60,0,0,1,-1,9
7985,6015,0,0,1,-1,10
111,179,0,0,1,-1,10
3704,5001,4,4,2,-1,10
40817,12,208,508,2,-1,10
109,158,0,0,1,-5,10
1550,583,5,19,2,-1,10
2,0,0,0,3,-1,10
227061,58581,1,0,1,-1,11
10,203,0,0,1,-3,11
116,121,0,0,2,-4,11
896,4724,1,2,3,-4,11
4381,41,163,381,2,-1,11
1169,1295,2,2,1,-1,11
30,97,0,0,1,-1,11
6,46,0,0,1,-1,11
20298,1064,21,56,3,-3,11
478770,520142,3,9,2,-1,11
5,72,0,0,1,-1,11
21,33,0,0,1,-4,11
8,199,1,10,1,-1,11
83,257,0,0,1,-1,12
8081,5018,5,9,1,-1,12
197,181,5,7,1,-1,12
124,1,0,0,1,-1,12
21205,201,4,10,2,-2,12
5323,1000,0,0,1,-1,12
866,367,5,7,1,-1,12
11115,4760,0,0,1,-2,12
456,400,0,0,1,-1,12
293182,1986,2,0,1,-1,12
43,65,0,0,3,-1,12
723,208,0,0,1,-1,12
27,100,0,0,2,-1,12
385,182,0,0,2,-1,12
68,188,0,0,2,-3,12
22,19,1,1,3,-1,12
143,136,0,0,1,-1,13
233,239,0,0,1,-1,13
2672,161,13,66,2,-3,13
848,1746,0,0,1,-1,13
85,49,0,0,2,-1,13
15976,244,3,0,1,-4,13
3980,1007,30,37,2,-1,13
1394,2357,0,0,1,-1,13
1849,0,32,50,3,-1,13
47,0,0,0,1,-1,13
917,401,4,6,3,-1,13
314,30,1,1,2,-2,13
326,437,0,0,2,-3,13
522,697,0,0,1,-1,13
17760,46,19,95,1,-1,13
262,237,0,0,2,-1,13
482,420,3,10,2,-2,13
9496,350,30,35,2,-4,14
186,631,0,0,1,-3,14
1495,713,3,7,1,-1,14
760,785,0,0,1,-1,14
14,74,1,1,1,-1,14
118330,114396,20,12,2,-1,14
220,432,0,0,1,-1,14
562,177,0,0,1,-1,14
62158,27661,334,297,3,-3,14
952,874,0,0,1,-1,14
11033,48,15,62,2,-1,14
309,577,0,0,2,-1,14
256,295,1,1,1,-1,14
737,1130,0,0,2,-2,14
2886,621,28,94,2,-2,14
343,990,0,0,1,-2,14
270,219,2,3,1,-1,15
228,495,6,2,1,-1,15
2493,142,39,57,1,-1,15
589,739,25,111,2,-1,15
649,581,1,2,3,-1,15
2087,824,0,0,1,-2,15
1572,1552,0,0,1,-1,15
5741,144,85,229,2,-2,15
604,115,0,0,2,-4,15
1004,832,0,0,1,-1,15
12829,3168,32,24,1,-3,15
944,901,0,0,1,-1,15
6668,139,46,147,4,-1,15
1741,392,0,0,2,-3,15
130427,92,141,1172,1,-2,15
6136,4522,0,0,2,-2,15
176892,479,5,15,2,-1,15
306,1,9,16,3,-1,15
7182,4150,0,0,2,-1,15
191,17,4,7,1,-4,15
50164,46580,4,1,2,-1,15
2122,100,0,0,1,-1,15
293,187,0,0,1,-1,15
2074,645,100,79,2,-1,15
4166,4365,1,0,1,-1,15
184,729,142,390,3,-1,15
6,9,1,0,3,-1,16
14224,15031,0,0,2,-4,16
8396,100,2,3,1,-1,16
117,7,0,0,3,-1,16
896,1652,0,0,1,-1,16
5212,370,45,105,3,-1,16
4581,144,710,1553,1,-4,16
44245,1644,0,0,2,-1,16
864,1728,0,0,1,-1,16
33,158,0,0,2,-2,16
1143,3019,0,0,1,-1,16
34847,34500,72,89,1,-1,16
18977,731,0,0,3,-2,16
4389,4601,1,0,2,-1,16
5588,593,16,43,1,-2,16
2107,1473,4,1,3,-1,16
21,234,0,0,3,-1,16
663,329,0,0,1,-2,17
347,1954,0,0,1,-1,17
47205,1148,3,7,3,-3,17
2772,163,4,17,1,-1,17
1452,1737,0,0,1,-2,17
78,689,0,0,2,-1,17
511,918,0,0,3,-1,17
91140,1850,94,144,1,-2,17
1016,1223,0,0,1,-1,17
96,187,0,0,1,-1,17
1468,783,0,0,1,-1,17
877,1017,0,0,2,-1,17
143,123,0,0,2,-1,17
0,3,0,0,1,-1,17
20,8,0,0,1,-1,18
0,8,0,0,3,-4,18
778,231,0,0,2,-2,18
48781,1145,156,268,2,-1,18
166,151,0,0,1,-1,18
225,378,0,0,3,-4,18
187,204,0,0,2,-1,18
995,1457,0,0,1,-1,18
808,473,0,0,2,-1,18
2958,2957,6,29,3,-1,18
208,311,0,0,1,-3,18
222,177,0,0,1,-1,18
12,12,0,0,2,-2,18
154,1021,0,0,3,-1,18
107,286,0,0,2,-1,18
150,183,0,0,1,-1,18
242,203,6,29,2,-2,18
688,548,2,0,2,-1,19
379,346,0,0,1,-1,19
383,904,18,223,3,-1,19
161,1548,0,0,1,-1,19
5034,658,49,188,2,-3,19
16503,398,1,0,1,-1,19
274,229,0,0,2,-4,19
1283,564,2,1,3,-2,19
19,26,0,0,2,-3,19
201829,17792,10,125,2,-1,19
20,597,0,0,1,-1,19
3431983,259,22,71,1,-1,19
708,652,0,0,1,-1,19
641,468,0,0,1,-3,19
1233,885,3,6,2,-1,19
3429,3846,46,170,2,-3,19
0,1,0,0,2,-1,19
283,161,2,4,1,-3,19
713,637,0,0,2,-1,19
902,467,0,0,1,-1,19
5324,5219,0,0,1,-1,20
287,557,19,28,3,-1,20
84,257,0,0,1,-4,20
222,386,0,0,1,-3,20
5342,161,22,104,1,-1,20
81,99,0,0,2,-1,20
17,49,1,1,2,-3,20
1190,426,0,0,1,-1,20
4665,67,14,9,1,-1,20
143,620,0,0,2,-1,20
0,82,0,0,1,-4,20
329092,150278,29,118,3,-1,20
3136,5001,0,0,1,-1,20
8412,8628,4,2,1,-2,20
69912,17417,11,35,2,-1,20
2588,1800,0,0,1,-2,20
16792,656,0,0,1,-1,20
3485,2365,39,63,1,-1,20
6683,98,87,96,1,-1,20
137,189,0,0,1,-2,20
466,721,0,0,3,-1,21
1365,2328,0,0,1,-1,21
6298,1798,108,567,1,-1,21
205,65,0,0,1,-1,21
16979,9718,0,0,1,-2,21
838,2080,0,0,2,-1,21
11,11,1,2,2,-4,21
19263,488,0,0,3,-4,21
34152,1923,91,464,1,-3,21
138501,101,44,55,2,-4,21
105586,1322,32,180,1,-1,21
227,161,0,0,2,-1,21
14312,15673,1,2,1,-1,21
193,120,0,0,2,-3,21
7002,2663,0,0,2,-2,21
607,775,0,0,1,-1,21
1117221,1613,27,325,1,-1,21
482,440,0,0,4,-1,21
2229,1050,0,0,1,-2,21
262,1372,0,0,2,-1,21
864,633,3,7,3,-1,21
803,435,0,0,2,-2,21
317203,258,58,117,1,-1,21
361,1026,0,0,1,-1,22
5633,6197,0,0,2,-1,22
31,145,0,0,1,-1,22
762,1688,0,0,1,-2,22
1579,1214,0,0,2,-3,22
161,709,0,0,1,-2,22
89,123,0,0,2,-2,22
5520,908,0,0,1,-1,22
651,397,1,0,1,-3,22
15651,12213,1,2,1,-1,22
6787,6884,4,14,2,-3,22
76,429,0,0,3,-1,22
261,131,0,0,2,-4,22
1782,2210,0,0,2,-2,22
1285,1511,0,0,3,-3,22
788,639,1,11,2,-4,22
41,223,1,1,2,-2,23
5660,509,25,96,2,-1,23
1662,1597,0,0,1,-1,23
42,68,0,0,1,-3,23
1906,211,1,1,1,-1,23
496,434,0,0,1,-1,23
4220,156,193,338,2,-1,23
1,76,0,0,1,-1,23
122,418,0,0,1,-2,23
10943,11141,0,0,3,-2,23
3820,4086,0,0,1,-4,23
303801,2152,29,348,1,-1,23
309,263,0,0,3,-1,23
16439,3651,49,127,1,-1,23
501,657,0,0,1,-1,23
95283,80135,0,0,3,-1,0
142,432,0,0,3,-1,0
328,1513,0,0,1,-1,0
27341,1445,6,11,1,-3,0
521,605,3,1,1,-1,0
89,146,0,0,1,-2,0
36,46,0,0,2,-3,0
9,207,0,0,1,-1,0
5929,5328,166,346,3,-3,0
2121,734,0,0,2,-1,0
1014,2021,0,0,2,-2,0
2905,142,2,14,2,-1,0
11992,2402,7,44,3,-1,0
46,24,1,0,3,-1,0
375,224,0,0,2,-3,0
5283,100,8,10,2,-1,1
1216,1616,37,46,2,-1,1
2007,730,13,22,3,-1,1
516,378,0,0,2,-1,1
1547,508,0,0,2,-1,1
109818,991,0,0,3,-3,1
987,540,0,0,1,-1,1
6840,7393,0,0,3,-4,1
474,777,0,0,3,-1,1
16481,1697,15,15,1,-1,1
260,932,0,0,1,-3,1
40423,957,55,333,2,-1,2
2008,1375,5,6,1,-3,2
609,566,0,0,1,-1,2
2806,719,1,0,2,-1,2
398,896,0,0,1,-1,2
10507,35,21,138,1,-3,2
33,249,0,0,2,-3,2
1102,1652,5,6,2,-1,2
62085,55538,186,152,3,-1,2
5182,5268,8,39,2,-2,2
469,1700,0,0,2,-1,2
160,243,0,0,1,-1,3
1166,750,0,0,2,-1,3
590,765,0,0,1,-1,3
619,252,7,16,2,-4,3
647,858,0,0,2,-2,3
650,344,0,0,2,-1,3
16323,1160,7,8,1,-1,3
3983,861,0,0,2,-1,3
111,430,0,0,1,-1,3
244,1118,0,0,1,-1,3
1971,441,0,0,2,-4,3
13618,61,2,4,1,-1,3
6789,6345,0,0,3,-1,3
263,690,0,0,1,-1,4
1420,1403,0,0,3,-1,4
4105,3641,5,48,1,-1,4
48,50,0,0,1,-1,4
179,724,0,0,1,-3,4
8237,7305,1,1,3,-1,4
335,8,8,22,2,-1,4
2106,388,0,0,2,-4,4
108,380,0,0,1,-1,4
51786,452,73,121,2,-3,4
15153,14383,1,2,3,-1,5
1582,831,0,0,1,-1,5
3432,4294,4,15,3,-3,5
343,728,1,0,4,-1,5
71,247,0,0,3,-4,5
1407,1283,3,7,4,-4,5
1037,653,0,0,1,-1,5
106,152,1,0,1,-1,5
385,384,0,0,2,-1,5
2320,315,8,34,2,-4,5
8,145,0,0,1,-2,5
78,9,0,0,1,-1,5
681,195,0,0,1,-1,5
83,70,0,0,3,-1,5
194609,1379,3,7,3,-1,5
899,879,0,0,1,-1,5
1163,1447,0,0,1,-1,5
278,928,0,0,2,-1,5
460,2011,0,0,1,-3,5
167,165,1,1,1,-1,5
19,26,0,0,1,-1,5
180,406,0,0,2,-1,5
23857,23363,2,5,3,-1,5
8050,632,13,12,1,-4,6
818,974,0,0,1,-1,6
650,1370,1,3,2,-1,6
3591,5000,0,0,2,-1,6
43,64,0,0,4,-1,6
6634,2434,0,0,3,-1,6
51,25,0,0,1,-1,6
3,85,0,0,2,-3,7
197020,680,11,35,2,-1,7
2570,197,13,10,2,-1,7
24839,4,9,46,1,-1,7
16,618,1,1,1,-2,7
755,1158,2,2,1,-1,7
89,172,0,0,2,-1,7
286,358,0,0,1,-1,7
330,429,0,0,2,-1,7
75,138,0,0,2,-1,7
5,29,0,0,1,-1,7
13975,1992,11,11,1,-1,8
453,427,0,0,1,-1,8
194355,107812,17,104,1,-1,8
20,27,0,0,1,-1,8
88745,6001,41,50,1,-1,8
7,97,11,31,1,-4,8
246470,3731,62,226,2,-1,8
266,797,0,0,1,-1,8
2,33,0,0,2,-1,8
249,451,0,0,1,-3,8
4685,5154,0,0,2,-4,9
2626,53,65,81,1,-3,9
230,389,0,0,1,-3,9
638,333,5,0,2,-2,9
19,112,0,0,1,-1,9
5648,171,100,243,1,-2,9
193,375,0,0,1,-1,9
6194,1528,0,0,1,-2,9
196,239,113,319,2,-1,9
64,270,6,4,2,-1,9
6062,1071,0,0,1,-1,10
727,291,3,11,3,-1,10
23560,23154,23,13,1,-1,10
626,699,0,0,3,-2,10
5840,6077,0,0,3,-3,10
1057,190,1,0,1,-1,10
31460,256,89,300,2,-3,10
18963191,4,1675,30195,2,-1,10
357,273,0,0,1,-1,10
211,178,22,11,1,-1,10
961,117,31,58,1,-1,10
9176,10094,0,0,1,-1,10
26159,598,327,555,1,-1,10
2157288,1709,0,0,2,-1,10
667,601,0,0,2,-1,10
407,656,6,6,1,-1,10
6876,167,59,135,2,-1,10
3670,3734,5,5,1,-1,10
37,369,0,0,3,-2,10
1874,946,0,0,2,-4,11
80,212,0,0,1,-1,11
4337,4907,1,0,2,-1,11
1492,765,58,208,1,-1,11
647,945,1,5,1,-1,11
12352,456,240,539,3,-4,11
4213,2639,5,23,1,-1,11
30574,758,64,456,1,-3,11
2568,3427,6,19,2,-1,11
2606,5001,0,0,2,-3,11
379,408,0,0,1,-3,11
1178,757,0,0,1,-1,11
230,61,15,3,2,-1,11
32809,32663,23,35,2,-1,11
295,36,0,0,1,-3,11
83,883,0,0,3,-1,11
10952,624,6,1,1,-1,11
1461,2606,0,0,3,-4,12
37512,3250,1757,1830,1,-1,12
3986,1411,18,21,1,-1,12
691,480,0,0,2,-1,12
270,369,0,0,1,-1,12
29,35,0,0,1,-2,12
88,128,0,0,3,-1,12
28,278,0,0,1,-1,12
1174,3568,0,0,1,-1,12
664,81,3,4,1,-2,12
28,239,2,3,2,-4,12
1072,1630,24,186,3,-1,12
811,199,0,0,1,-4,13
689,359,0,0,2,-1,13
733,511,0,0,1,-1,13
140859,322,78,99,1,-3,13
676,970,1,1,3,-2,13
1217,730,16,72,1,-1,13
453,838,0,0,1,-1,13
4428,3441,0,0,1,-1,13
966,163,0,0,1,-1,13
2430,2457,0,0,2,-2,13
25,132,0,0,1,-3,13
68474,304,366,744,1,-1,13
4557,4735,18,66,3,-1,13
87,325,15,124,2,-1,13
0,15,0,0,1,-1,13
19498,12936,0,0,1,-1,13
76346,460,610,1554,2,-1,13
226,195,0,0,2,-1,13
2195,970,0,0,2,-1,13
405,305,0,0,1,-1,13
18490,534,106,1184,3,-1,13
